event method rate tree multiplier bin count 
del histfit 0.005 tree 5 1.6 0 
del histfit 0.005 tree 5 1.7 0 
del histfit 0.005 tree 5 1.8 1 
del histfit 0.005 tree 5 1.9 0 
del histfit 0.005 tree 5 2.0 0 
ins histfit 0.01 sym 5 0.0 0 
ins histfit 0.01 sym 5 0.10 0 
ins histfit 0.01 sym 5 0.20 0 
ins histfit 0.01 sym 5 0.30 0 
ins histfit 0.01 sym 5 0.40 0 
ins histfit 0.01 sym 5 0.50 1 
ins histfit 0.01 sym 5 0.60 3 
ins histfit 0.01 sym 5 0.70 10 
ins histfit 0.01 sym 5 0.80 14 
ins histfit 0.01 sym 5 0.90 23 
ins histfit 0.01 sym 5 1.0 18 
ins histfit 0.01 sym 5 1.1 15 
ins histfit 0.01 sym 5 1.2 8 
ins histfit 0.01 sym 5 1.3 4 
ins histfit 0.01 sym 5 1.4 1 
ins histfit 0.01 sym 5 1.5 2 
ins histfit 0.01 sym 5 1.6 1 
ins histfit 0.01 sym 5 1.7 0 
ins histfit 0.01 sym 5 1.8 0 
ins histfit 0.01 sym 5 1.9 0 
ins histfit 0.01 sym 5 2.0 0 
del histfit 0.01 sym 5 0.0 0 
del histfit 0.01 sym 5 0.10 0 
del histfit 0.01 sym 5 0.20 0 
del histfit 0.01 sym 5 0.30 1 
del histfit 0.01 sym 5 0.40 1 
del histfit 0.01 sym 5 0.50 3 
del histfit 0.01 sym 5 0.60 7 
del histfit 0.01 sym 5 0.70 14 
del histfit 0.01 sym 5 0.80 18 
del histfit 0.01 sym 5 0.90 19 
del histfit 0.01 sym 5 1.0 17 
del histfit 0.01 sym 5 1.1 12 
del histfit 0.01 sym 5 1.2 3 
del histfit 0.01 sym 5 1.3 3 
del histfit 0.01 sym 5 1.4 2 
del histfit 0.01 sym 5 1.5 0 
del histfit 0.01 sym 5 1.6 0 
del histfit 0.01 sym 5 1.7 0 
del histfit 0.01 sym 5 1.8 0 
del histfit 0.01 sym 5 1.9 0 
del histfit 0.01 sym 5 2.0 0 
ins histfit 0.01 tree 5 0.0 0 
ins histfit 0.01 tree 5 0.10 0 
ins histfit 0.01 tree 5 0.20 0 
ins histfit 0.01 tree 5 0.30 0 
ins histfit 0.01 tree 5 0.40 0 
ins histfit 0.01 tree 5 0.50 1 
ins histfit 0.01 tree 5 0.60 1 
ins histfit 0.01 tree 5 0.70 10 
ins histfit 0.01 tree 5 0.80 20 
ins histfit 0.01 tree 5 0.90 30 
ins histfit 0.01 tree 5 1.0 16 
ins histfit 0.01 tree 5 1.1 8 
ins histfit 0.01 tree 5 1.2 5 
ins histfit 0.01 tree 5 1.3 5 
ins histfit 0.01 tree 5 1.4 4 
ins histfit 0.01 tree 5 1.5 0 
ins histfit 0.01 tree 5 1.6 0 
ins histfit 0.01 tree 5 1.7 0 
ins histfit 0.01 tree 5 1.8 0 
ins histfit 0.01 tree 5 1.9 0 
ins histfit 0.01 tree 5 2.0 0 
del histfit 0.01 tree 5 0.0 0 
del histfit 0.01 tree 5 0.10 0 
del histfit 0.01 tree 5 0.20 0 
del histfit 0.01 tree 5 0.30 0 
del histfit 0.01 tree 5 0.40 0 
del histfit 0.01 tree 5 0.50 1 
del histfit 0.01 tree 5 0.60 7 
del histfit 0.01 tree 5 0.70 9 
del histfit 0.01 tree 5 0.80 11 
del histfit 0.01 tree 5 0.90 20 
del histfit 0.01 tree 5 1.0 25 
del histfit 0.01 tree 5 1.1 11 
del histfit 0.01 tree 5 1.2 11 
del histfit 0.01 tree 5 1.3 4 
del histfit 0.01 tree 5 1.4 0 
del histfit 0.01 tree 5 1.5 0 
del histfit 0.01 tree 5 1.6 1 
del histfit 0.01 tree 5 1.7 0 
del histfit 0.01 tree 5 1.8 0 
del histfit 0.01 tree 5 1.9 0 
del histfit 0.01 tree 5 2.0 0 
ins histfit 0.028 sym 1 0.0 0 
ins histfit 0.028 sym 1 0.10 0 
ins histfit 0.028 sym 1 0.20 0 
ins histfit 0.028 sym 1 0.30 1 
ins histfit 0.028 sym 1 0.40 0 
ins histfit 0.028 sym 1 0.50 7 
ins histfit 0.028 sym 1 0.60 8 
ins histfit 0.028 sym 1 0.70 5 
ins histfit 0.028 sym 1 0.80 16 
ins histfit 0.028 sym 1 0.90 15 
ins histfit 0.028 sym 1 1.0 10 
ins histfit 0.028 sym 1 1.1 10 
ins histfit 0.028 sym 1 1.2 11 
ins histfit 0.028 sym 1 1.3 4 
ins histfit 0.028 sym 1 1.4 8 
ins histfit 0.028 sym 1 1.5 3 
ins histfit 0.028 sym 1 1.6 2 
ins histfit 0.028 sym 1 1.7 0 
ins histfit 0.028 sym 1 1.8 0 
ins histfit 0.028 sym 1 1.9 0 
ins histfit 0.028 sym 1 2.0 0 
del histfit 0.028 sym 1 0.0 0 
del histfit 0.028 sym 1 0.10 0 
del histfit 0.028 sym 1 0.20 0 
del histfit 0.028 sym 1 0.30 0 
del histfit 0.028 sym 1 0.40 1 
del histfit 0.028 sym 1 0.50 5 
del histfit 0.028 sym 1 0.60 8 
del histfit 0.028 sym 1 0.70 5 
del histfit 0.028 sym 1 0.80 10 
del histfit 0.028 sym 1 0.90 10 
del histfit 0.028 sym 1 1.0 17 
del histfit 0.028 sym 1 1.1 14 
del histfit 0.028 sym 1 1.2 7 
del histfit 0.028 sym 1 1.3 10 
del histfit 0.028 sym 1 1.4 5 
del histfit 0.028 sym 1 1.5 5 
del histfit 0.028 sym 1 1.6 2 
del histfit 0.028 sym 1 1.7 1 
del histfit 0.028 sym 1 1.8 0 
del histfit 0.028 sym 1 1.9 0 
del histfit 0.028 sym 1 2.0 0 
ins histfit 0.028 sym 2 0.0 0 
ins histfit 0.028 sym 2 0.10 0 
ins histfit 0.028 sym 2 0.20 0 
ins histfit 0.028 sym 2 0.30 0 
ins histfit 0.028 sym 2 0.40 0 
ins histfit 0.028 sym 2 0.50 1 
ins histfit 0.028 sym 2 0.60 2 
ins histfit 0.028 sym 2 0.70 10 
ins histfit 0.028 sym 2 0.80 21 
ins histfit 0.028 sym 2 0.90 14 
ins histfit 0.028 sym 2 1.0 18 
ins histfit 0.028 sym 2 1.1 14 
ins histfit 0.028 sym 2 1.2 11 
ins histfit 0.028 sym 2 1.3 6 
ins histfit 0.028 sym 2 1.4 3 
ins histfit 0.028 sym 2 1.5 0 
ins histfit 0.028 sym 2 1.6 0 
ins histfit 0.028 sym 2 1.7 0 
ins histfit 0.028 sym 2 1.8 0 
ins histfit 0.028 sym 2 1.9 0 
ins histfit 0.028 sym 2 2.0 0 
del histfit 0.028 sym 2 0.0 0 
del histfit 0.028 sym 2 0.10 0 
del histfit 0.028 sym 2 0.20 0 
del histfit 0.028 sym 2 0.30 0 
del histfit 0.028 sym 2 0.40 1 
del histfit 0.028 sym 2 0.50 3 
del histfit 0.028 sym 2 0.60 8 
del histfit 0.028 sym 2 0.70 12 
del histfit 0.028 sym 2 0.80 21 
del histfit 0.028 sym 2 0.90 13 
del histfit 0.028 sym 2 1.0 13 
del histfit 0.028 sym 2 1.1 13 
del histfit 0.028 sym 2 1.2 8 
del histfit 0.028 sym 2 1.3 5 
del histfit 0.028 sym 2 1.4 3 
del histfit 0.028 sym 2 1.5 0 
del histfit 0.028 sym 2 1.6 0 
del histfit 0.028 sym 2 1.7 0 
del histfit 0.028 sym 2 1.8 0 
del histfit 0.028 sym 2 1.9 0 
del histfit 0.028 sym 2 2.0 0 
ins histfit 0.028 sym 5 0.0 0 
ins histfit 0.028 sym 5 0.10 0 
ins histfit 0.028 sym 5 0.20 0 
ins histfit 0.028 sym 5 0.30 0 
ins histfit 0.028 sym 5 0.40 2 
ins histfit 0.028 sym 5 0.50 4 
ins histfit 0.028 sym 5 0.60 13 
ins histfit 0.028 sym 5 0.70 20 
ins histfit 0.028 sym 5 0.80 20 
ins histfit 0.028 sym 5 0.90 24 
ins histfit 0.028 sym 5 1.0 12 
ins histfit 0.028 sym 5 1.1 4 
ins histfit 0.028 sym 5 1.2 1 
ins histfit 0.028 sym 5 1.3 0 
ins histfit 0.028 sym 5 1.4 0 
ins histfit 0.028 sym 5 1.5 0 
ins histfit 0.028 sym 5 1.6 0 
ins histfit 0.028 sym 5 1.7 0 
ins histfit 0.028 sym 5 1.8 0 
ins histfit 0.028 sym 5 1.9 0 
ins histfit 0.028 sym 5 2.0 0 
del histfit 0.028 sym 5 0.0 0 
del histfit 0.028 sym 5 0.10 0 
del histfit 0.028 sym 5 0.20 0 
del histfit 0.028 sym 5 0.30 1 
del histfit 0.028 sym 5 0.40 3 
del histfit 0.028 sym 5 0.50 19 
del histfit 0.028 sym 5 0.60 30 
del histfit 0.028 sym 5 0.70 22 
del histfit 0.028 sym 5 0.80 17 
del histfit 0.028 sym 5 0.90 4 
del histfit 0.028 sym 5 1.0 3 
del histfit 0.028 sym 5 1.1 1 
del histfit 0.028 sym 5 1.2 0 
del histfit 0.028 sym 5 1.3 0 
del histfit 0.028 sym 5 1.4 0 
del histfit 0.028 sym 5 1.5 0 
del histfit 0.028 sym 5 1.6 0 
del histfit 0.028 sym 5 1.7 0 
del histfit 0.028 sym 5 1.8 0 
del histfit 0.028 sym 5 1.9 0 
del histfit 0.028 sym 5 2.0 0 
ins histfit 0.028 tree 1 0.0 0 
ins histfit 0.028 tree 1 0.10 0 
ins histfit 0.028 tree 1 0.20 0 
ins histfit 0.028 tree 1 0.30 1 
ins histfit 0.028 tree 1 0.40 0 
ins histfit 0.028 tree 1 0.50 3 
ins histfit 0.028 tree 1 0.60 2 
ins histfit 0.028 tree 1 0.70 6 
ins histfit 0.028 tree 1 0.80 11 
ins histfit 0.028 tree 1 0.90 16 
ins histfit 0.028 tree 1 1.0 14 
ins histfit 0.028 tree 1 1.1 17 
ins histfit 0.028 tree 1 1.2 8 
ins histfit 0.028 tree 1 1.3 9 
ins histfit 0.028 tree 1 1.4 6 
ins histfit 0.028 tree 1 1.5 3 
ins histfit 0.028 tree 1 1.6 3 
ins histfit 0.028 tree 1 1.7 0 
ins histfit 0.028 tree 1 1.8 1 
ins histfit 0.028 tree 1 1.9 0 
ins histfit 0.028 tree 1 2.0 0 
del histfit 0.028 tree 1 0.0 0 
del histfit 0.028 tree 1 0.10 0 
del histfit 0.028 tree 1 0.20 0 
del histfit 0.028 tree 1 0.30 0 
del histfit 0.028 tree 1 0.40 0 
del histfit 0.028 tree 1 0.50 2 
del histfit 0.028 tree 1 0.60 4 
del histfit 0.028 tree 1 0.70 12 
del histfit 0.028 tree 1 0.80 10 
del histfit 0.028 tree 1 0.90 18 
del histfit 0.028 tree 1 1.0 16 
del histfit 0.028 tree 1 1.1 17 
del histfit 0.028 tree 1 1.2 8 
del histfit 0.028 tree 1 1.3 4 
del histfit 0.028 tree 1 1.4 5 
del histfit 0.028 tree 1 1.5 3 
del histfit 0.028 tree 1 1.6 0 
del histfit 0.028 tree 1 1.7 0 
del histfit 0.028 tree 1 1.8 0 
del histfit 0.028 tree 1 1.9 0 
del histfit 0.028 tree 1 2.0 1 
ins histfit 0.028 tree 2 0.0 0 
ins histfit 0.028 tree 2 0.10 0 
ins histfit 0.028 tree 2 0.20 0 
ins histfit 0.028 tree 2 0.30 0 
ins histfit 0.028 tree 2 0.40 0 
ins histfit 0.028 tree 2 0.50 1 
ins histfit 0.028 tree 2 0.60 3 
ins histfit 0.028 tree 2 0.70 11 
ins histfit 0.028 tree 2 0.80 17 
ins histfit 0.028 tree 2 0.90 21 
ins histfit 0.028 tree 2 1.0 28 
ins histfit 0.028 tree 2 1.1 11 
ins histfit 0.028 tree 2 1.2 3 
ins histfit 0.028 tree 2 1.3 2 
ins histfit 0.028 tree 2 1.4 3 
ins histfit 0.028 tree 2 1.5 0 
ins histfit 0.028 tree 2 1.6 0 
ins histfit 0.028 tree 2 1.7 0 
ins histfit 0.028 tree 2 1.8 0 
ins histfit 0.028 tree 2 1.9 0 
ins histfit 0.028 tree 2 2.0 0 
del histfit 0.028 tree 2 0.0 0 
del histfit 0.028 tree 2 0.10 0 
del histfit 0.028 tree 2 0.20 0 
del histfit 0.028 tree 2 0.30 0 
del histfit 0.028 tree 2 0.40 1 
del histfit 0.028 tree 2 0.50 1 
del histfit 0.028 tree 2 0.60 0 
del histfit 0.028 tree 2 0.70 8 
del histfit 0.028 tree 2 0.80 23 
del histfit 0.028 tree 2 0.90 21 
del histfit 0.028 tree 2 1.0 17 
del histfit 0.028 tree 2 1.1 15 
del histfit 0.028 tree 2 1.2 8 
del histfit 0.028 tree 2 1.3 3 
del histfit 0.028 tree 2 1.4 3 
del histfit 0.028 tree 2 1.5 0 
del histfit 0.028 tree 2 1.6 0 
del histfit 0.028 tree 2 1.7 0 
del histfit 0.028 tree 2 1.8 0 
del histfit 0.028 tree 2 1.9 0 
del histfit 0.028 tree 2 2.0 0 
ins histfit 0.028 tree 5 0.0 0 
ins histfit 0.028 tree 5 0.10 0 
ins histfit 0.028 tree 5 0.20 0 
ins histfit 0.028 tree 5 0.30 0 
ins histfit 0.028 tree 5 0.40 1 
ins histfit 0.028 tree 5 0.50 1 
ins histfit 0.028 tree 5 0.60 7 
ins histfit 0.028 tree 5 0.70 18 
ins histfit 0.028 tree 5 0.80 26 
ins histfit 0.028 tree 5 0.90 24 
ins histfit 0.028 tree 5 1.0 11 
ins histfit 0.028 tree 5 1.1 7 
ins histfit 0.028 tree 5 1.2 4 
ins histfit 0.028 tree 5 1.3 1 
ins histfit 0.028 tree 5 1.4 0 
ins histfit 0.028 tree 5 1.5 0 
ins histfit 0.028 tree 5 1.6 0 
ins histfit 0.028 tree 5 1.7 0 
ins histfit 0.028 tree 5 1.8 0 
ins histfit 0.028 tree 5 1.9 0 
ins histfit 0.028 tree 5 2.0 0 
del histfit 0.028 tree 5 0.0 0 
del histfit 0.028 tree 5 0.10 0 
del histfit 0.028 tree 5 0.20 0 
del histfit 0.028 tree 5 0.30 0 
del histfit 0.028 tree 5 0.40 0 
del histfit 0.028 tree 5 0.50 3 
del histfit 0.028 tree 5 0.60 4 
del histfit 0.028 tree 5 0.70 24 
del histfit 0.028 tree 5 0.80 24 
del histfit 0.028 tree 5 0.90 23 
del histfit 0.028 tree 5 1.0 15 
del histfit 0.028 tree 5 1.1 4 
del histfit 0.028 tree 5 1.2 2 
del histfit 0.028 tree 5 1.3 1 
del histfit 0.028 tree 5 1.4 0 
del histfit 0.028 tree 5 1.5 0 
del histfit 0.028 tree 5 1.6 0 
del histfit 0.028 tree 5 1.7 0 
del histfit 0.028 tree 5 1.8 0 
del histfit 0.028 tree 5 1.9 0 
del histfit 0.028 tree 5 2.0 0 
ins histfit 0.056 sym 2 0.0 0 
ins histfit 0.056 sym 2 0.10 0 
ins histfit 0.056 sym 2 0.20 0 
ins histfit 0.056 sym 2 0.30 0 
ins histfit 0.056 sym 2 0.40 0 
ins histfit 0.056 sym 2 0.50 2 
ins histfit 0.056 sym 2 0.60 4 
ins histfit 0.056 sym 2 0.70 15 
ins histfit 0.056 sym 2 0.80 16 
ins histfit 0.056 sym 2 0.90 24 
ins histfit 0.056 sym 2 1.0 21 
ins histfit 0.056 sym 2 1.1 15 
ins histfit 0.056 sym 2 1.2 3 
ins histfit 0.056 sym 2 1.3 0 
ins histfit 0.056 sym 2 1.4 0 
ins histfit 0.056 sym 2 1.5 0 
ins histfit 0.056 sym 2 1.6 0 
ins histfit 0.056 sym 2 1.7 0 
ins histfit 0.056 sym 2 1.8 0 
ins histfit 0.056 sym 2 1.9 0 
ins histfit 0.056 sym 2 2.0 0 
del histfit 0.056 sym 2 0.0 0 
del histfit 0.056 sym 2 0.10 0 
del histfit 0.056 sym 2 0.20 0 
del histfit 0.056 sym 2 0.30 0 
del histfit 0.056 sym 2 0.40 1 
del histfit 0.056 sym 2 0.50 1 
del histfit 0.056 sym 2 0.60 8 
del histfit 0.056 sym 2 0.70 23 
del histfit 0.056 sym 2 0.80 31 
del histfit 0.056 sym 2 0.90 12 
del histfit 0.056 sym 2 1.0 16 
del histfit 0.056 sym 2 1.1 6 
del histfit 0.056 sym 2 1.2 2 
del histfit 0.056 sym 2 1.3 0 
del histfit 0.056 sym 2 1.4 0 
del histfit 0.056 sym 2 1.5 0 
del histfit 0.056 sym 2 1.6 0 
del histfit 0.056 sym 2 1.7 0 
del histfit 0.056 sym 2 1.8 0 
del histfit 0.056 sym 2 1.9 0 
del histfit 0.056 sym 2 2.0 0 
ins histfit 0.056 sym 5 0.0 0 
ins histfit 0.056 sym 5 0.10 0 
ins histfit 0.056 sym 5 0.20 2 
ins histfit 0.056 sym 5 0.30 3 
ins histfit 0.056 sym 5 0.40 16 
ins histfit 0.056 sym 5 0.50 21 
ins histfit 0.056 sym 5 0.60 24 
ins histfit 0.056 sym 5 0.70 24 
ins histfit 0.056 sym 5 0.80 7 
ins histfit 0.056 sym 5 0.90 3 
ins histfit 0.056 sym 5 1.0 0 
ins histfit 0.056 sym 5 1.1 0 
ins histfit 0.056 sym 5 1.2 0 
ins histfit 0.056 sym 5 1.3 0 
ins histfit 0.056 sym 5 1.4 0 
ins histfit 0.056 sym 5 1.5 0 
ins histfit 0.056 sym 5 1.6 0 
ins histfit 0.056 sym 5 1.7 0 
ins histfit 0.056 sym 5 1.8 0 
ins histfit 0.056 sym 5 1.9 0 
ins histfit 0.056 sym 5 2.0 0 
del histfit 0.056 sym 5 0.0 0 
del histfit 0.056 sym 5 0.10 1 
del histfit 0.056 sym 5 0.20 4 
del histfit 0.056 sym 5 0.30 26 
del histfit 0.056 sym 5 0.40 41 
del histfit 0.056 sym 5 0.50 20 
del histfit 0.056 sym 5 0.60 4 
del histfit 0.056 sym 5 0.70 4 
del histfit 0.056 sym 5 0.80 0 
del histfit 0.056 sym 5 0.90 0 
del histfit 0.056 sym 5 1.0 0 
del histfit 0.056 sym 5 1.1 0 
del histfit 0.056 sym 5 1.2 0 
del histfit 0.056 sym 5 1.3 0 
del histfit 0.056 sym 5 1.4 0 
del histfit 0.056 sym 5 1.5 0 
del histfit 0.056 sym 5 1.6 0 
del histfit 0.056 sym 5 1.7 0 
del histfit 0.056 sym 5 1.8 0 
del histfit 0.056 sym 5 1.9 0 
del histfit 0.056 sym 5 2.0 0 
ins histfit 0.056 tree 2 0.0 0 
ins histfit 0.056 tree 2 0.10 0 
ins histfit 0.056 tree 2 0.20 0 
ins histfit 0.056 tree 2 0.30 0 
ins histfit 0.056 tree 2 0.40 0 
ins histfit 0.056 tree 2 0.50 0 
ins histfit 0.056 tree 2 0.60 2 
ins histfit 0.056 tree 2 0.70 10 
ins histfit 0.056 tree 2 0.80 32 
ins histfit 0.056 tree 2 0.90 26 
ins histfit 0.056 tree 2 1.0 16 
ins histfit 0.056 tree 2 1.1 12 
ins histfit 0.056 tree 2 1.2 0 
ins histfit 0.056 tree 2 1.3 2 
ins histfit 0.056 tree 2 1.4 0 
ins histfit 0.056 tree 2 1.5 0 
ins histfit 0.056 tree 2 1.6 0 
ins histfit 0.056 tree 2 1.7 0 
ins histfit 0.056 tree 2 1.8 0 
ins histfit 0.056 tree 2 1.9 0 
ins histfit 0.056 tree 2 2.0 0 
del histfit 0.056 tree 2 0.0 0 
del histfit 0.056 tree 2 0.10 0 
del histfit 0.056 tree 2 0.20 0 
del histfit 0.056 tree 2 0.30 0 
del histfit 0.056 tree 2 0.40 0 
del histfit 0.056 tree 2 0.50 0 
del histfit 0.056 tree 2 0.60 4 
del histfit 0.056 tree 2 0.70 4 
del histfit 0.056 tree 2 0.80 23 
del histfit 0.056 tree 2 0.90 38 
del histfit 0.056 tree 2 1.0 18 
del histfit 0.056 tree 2 1.1 12 
del histfit 0.056 tree 2 1.2 1 
del histfit 0.056 tree 2 1.3 0 
del histfit 0.056 tree 2 1.4 0 
del histfit 0.056 tree 2 1.5 0 
del histfit 0.056 tree 2 1.6 0 
del histfit 0.056 tree 2 1.7 0 
del histfit 0.056 tree 2 1.8 0 
del histfit 0.056 tree 2 1.9 0 
del histfit 0.056 tree 2 2.0 0 
ins histfit 0.056 tree 5 0.0 0 
ins histfit 0.056 tree 5 0.10 0 
ins histfit 0.056 tree 5 0.20 0 
ins histfit 0.056 tree 5 0.30 0 
ins histfit 0.056 tree 5 0.40 1 
ins histfit 0.056 tree 5 0.50 6 
ins histfit 0.056 tree 5 0.60 19 
ins histfit 0.056 tree 5 0.70 34 
ins histfit 0.056 tree 5 0.80 23 
ins histfit 0.056 tree 5 0.90 13 
ins histfit 0.056 tree 5 1.0 3 
ins histfit 0.056 tree 5 1.1 1 
ins histfit 0.056 tree 5 1.2 0 
ins histfit 0.056 tree 5 1.3 0 
ins histfit 0.056 tree 5 1.4 0 
ins histfit 0.056 tree 5 1.5 0 
ins histfit 0.056 tree 5 1.6 0 
ins histfit 0.056 tree 5 1.7 0 
ins histfit 0.056 tree 5 1.8 0 
ins histfit 0.056 tree 5 1.9 0 
ins histfit 0.056 tree 5 2.0 0 
del histfit 0.056 tree 5 0.0 0 
del histfit 0.056 tree 5 0.10 0 
del histfit 0.056 tree 5 0.20 0 
del histfit 0.056 tree 5 0.30 0 
del histfit 0.056 tree 5 0.40 0 
del histfit 0.056 tree 5 0.50 11 
del histfit 0.056 tree 5 0.60 25 
del histfit 0.056 tree 5 0.70 25 
del histfit 0.056 tree 5 0.80 26 
del histfit 0.056 tree 5 0.90 12 
del histfit 0.056 tree 5 1.0 1 
del histfit 0.056 tree 5 1.1 0 
del histfit 0.056 tree 5 1.2 0 
del histfit 0.056 tree 5 1.3 0 
del histfit 0.056 tree 5 1.4 0 
del histfit 0.056 tree 5 1.5 0 
del histfit 0.056 tree 5 1.6 0 
del histfit 0.056 tree 5 1.7 0 
del histfit 0.056 tree 5 1.8 0 
del histfit 0.056 tree 5 1.9 0 
del histfit 0.056 tree 5 2.0 0 
ins hist2 0.005 sym 5 0.0 0 
ins hist2 0.005 sym 5 0.10 21 
ins hist2 0.005 sym 5 0.20 74 
ins hist2 0.005 sym 5 0.30 5 
ins hist2 0.005 sym 5 0.40 0 
ins hist2 0.005 sym 5 0.50 0 
ins hist2 0.005 sym 5 0.60 0 
ins hist2 0.005 sym 5 0.70 0 
ins hist2 0.005 sym 5 0.80 0 
ins hist2 0.005 sym 5 0.90 0 
ins hist2 0.005 sym 5 1.0 0 
ins hist2 0.005 sym 5 1.1 0 
ins hist2 0.005 sym 5 1.2 0 
ins hist2 0.005 sym 5 1.3 0 
ins hist2 0.005 sym 5 1.4 0 
ins hist2 0.005 sym 5 1.5 0 
ins hist2 0.005 sym 5 1.6 0 
ins hist2 0.005 sym 5 1.7 0 
ins hist2 0.005 sym 5 1.8 0 
ins hist2 0.005 sym 5 1.9 0 
ins hist2 0.005 sym 5 2.0 0 
del hist2 0.005 sym 5 0.0 0 
del hist2 0.005 sym 5 0.10 44 
del hist2 0.005 sym 5 0.20 52 
del hist2 0.005 sym 5 0.30 4 
del hist2 0.005 sym 5 0.40 0 
del hist2 0.005 sym 5 0.50 0 
del hist2 0.005 sym 5 0.60 0 
del hist2 0.005 sym 5 0.70 0 
del hist2 0.005 sym 5 0.80 0 
del hist2 0.005 sym 5 0.90 0 
del hist2 0.005 sym 5 1.0 0 
del hist2 0.005 sym 5 1.1 0 
del hist2 0.005 sym 5 1.2 0 
del hist2 0.005 sym 5 1.3 0 
del hist2 0.005 sym 5 1.4 0 
del hist2 0.005 sym 5 1.5 0 
del hist2 0.005 sym 5 1.6 0 
del hist2 0.005 sym 5 1.7 0 
del hist2 0.005 sym 5 1.8 0 
del hist2 0.005 sym 5 1.9 0 
del hist2 0.005 sym 5 2.0 0 
ins hist2 0.005 tree 5 0.0 0 
ins hist2 0.005 tree 5 0.10 68 
ins hist2 0.005 tree 5 0.20 32 
ins hist2 0.005 tree 5 0.30 0 
ins hist2 0.005 tree 5 0.40 0 
ins hist2 0.005 tree 5 0.50 0 
ins hist2 0.005 tree 5 0.60 0 
ins hist2 0.005 tree 5 0.70 0 
ins hist2 0.005 tree 5 0.80 0 
ins hist2 0.005 tree 5 0.90 0 
ins hist2 0.005 tree 5 1.0 0 
ins hist2 0.005 tree 5 1.1 0 
ins hist2 0.005 tree 5 1.2 0 
ins hist2 0.005 tree 5 1.3 0 
ins hist2 0.005 tree 5 1.4 0 
ins hist2 0.005 tree 5 1.5 0 
ins hist2 0.005 tree 5 1.6 0 
ins hist2 0.005 tree 5 1.7 0 
ins hist2 0.005 tree 5 1.8 0 
ins hist2 0.005 tree 5 1.9 0 
ins hist2 0.005 tree 5 2.0 0 
del hist2 0.005 tree 5 0.0 2 
del hist2 0.005 tree 5 0.10 81 
del hist2 0.005 tree 5 0.20 17 
del hist2 0.005 tree 5 0.30 0 
del hist2 0.005 tree 5 0.40 0 
del hist2 0.005 tree 5 0.50 0 
del hist2 0.005 tree 5 0.60 0 
del hist2 0.005 tree 5 0.70 0 
del hist2 0.005 tree 5 0.80 0 
del hist2 0.005 tree 5 0.90 0 
del hist2 0.005 tree 5 1.0 0 
del hist2 0.005 tree 5 1.1 0 
del hist2 0.005 tree 5 1.2 0 
del hist2 0.005 tree 5 1.3 0 
del hist2 0.005 tree 5 1.4 0 
del hist2 0.005 tree 5 1.5 0 
del hist2 0.005 tree 5 1.6 0 
del hist2 0.005 tree 5 1.7 0 
del hist2 0.005 tree 5 1.8 0 
del hist2 0.005 tree 5 1.9 0 
del hist2 0.005 tree 5 2.0 0 
ins hist2 0.01 sym 5 0.0 0 
ins hist2 0.01 sym 5 0.10 35 
ins hist2 0.01 sym 5 0.20 65 
ins hist2 0.01 sym 5 0.30 0 
ins hist2 0.01 sym 5 0.40 0 
ins hist2 0.01 sym 5 0.50 0 
ins hist2 0.01 sym 5 0.60 0 
ins hist2 0.01 sym 5 0.70 0 
ins hist2 0.01 sym 5 0.80 0 
ins hist2 0.01 sym 5 0.90 0 
ins hist2 0.01 sym 5 1.0 0 
ins hist2 0.01 sym 5 1.1 0 
ins hist2 0.01 sym 5 1.2 0 
ins hist2 0.01 sym 5 1.3 0 
ins hist2 0.01 sym 5 1.4 0 
ins hist2 0.01 sym 5 1.5 0 
ins hist2 0.01 sym 5 1.6 0 
ins hist2 0.01 sym 5 1.7 0 
ins hist2 0.01 sym 5 1.8 0 
ins hist2 0.01 sym 5 1.9 0 
ins hist2 0.01 sym 5 2.0 0 
del hist2 0.01 sym 5 0.0 0 
del hist2 0.01 sym 5 0.10 76 
del hist2 0.01 sym 5 0.20 24 
del hist2 0.01 sym 5 0.30 0 
del hist2 0.01 sym 5 0.40 0 
del hist2 0.01 sym 5 0.50 0 
del hist2 0.01 sym 5 0.60 0 
del hist2 0.01 sym 5 0.70 0 
del hist2 0.01 sym 5 0.80 0 
del hist2 0.01 sym 5 0.90 0 
del hist2 0.01 sym 5 1.0 0 
del hist2 0.01 sym 5 1.1 0 
del hist2 0.01 sym 5 1.2 0 
del hist2 0.01 sym 5 1.3 0 
del hist2 0.01 sym 5 1.4 0 
del hist2 0.01 sym 5 1.5 0 
del hist2 0.01 sym 5 1.6 0 
del hist2 0.01 sym 5 1.7 0 
del hist2 0.01 sym 5 1.8 0 
del hist2 0.01 sym 5 1.9 0 
del hist2 0.01 sym 5 2.0 0 
ins hist2 0.01 tree 5 0.0 1 
ins hist2 0.01 tree 5 0.10 94 
ins hist2 0.01 tree 5 0.20 5 
ins hist2 0.01 tree 5 0.30 0 
ins hist2 0.01 tree 5 0.40 0 
ins hist2 0.01 tree 5 0.50 0 
ins hist2 0.01 tree 5 0.60 0 
ins hist2 0.01 tree 5 0.70 0 
ins hist2 0.01 tree 5 0.80 0 
ins hist2 0.01 tree 5 0.90 0 
ins hist2 0.01 tree 5 1.0 0 
ins hist2 0.01 tree 5 1.1 0 
ins hist2 0.01 tree 5 1.2 0 
ins hist2 0.01 tree 5 1.3 0 
ins hist2 0.01 tree 5 1.4 0 
