event method rate tree multiplier bin count 
ins hist 0.056 sym 2 0.30 0 
ins hist 0.056 sym 2 0.40 0 
ins hist 0.056 sym 2 0.50 0 
ins hist 0.056 sym 2 0.60 5 
ins hist 0.056 sym 2 0.70 14 
ins hist 0.056 sym 2 0.80 32 
ins hist 0.056 sym 2 0.90 35 
ins hist 0.056 sym 2 1.0 12 
ins hist 0.056 sym 2 1.1 2 
ins hist 0.056 sym 2 1.2 0 
ins hist 0.056 sym 2 1.3 0 
ins hist 0.056 sym 2 1.4 0 
ins hist 0.056 sym 2 1.5 0 
ins hist 0.056 sym 2 1.6 0 
ins hist 0.056 sym 2 1.7 0 
ins hist 0.056 sym 2 1.8 0 
ins hist 0.056 sym 2 1.9 0 
ins hist 0.056 sym 2 2.0 0 
del hist 0.056 sym 2 0.0 0 
del hist 0.056 sym 2 0.10 0 
del hist 0.056 sym 2 0.20 0 
del hist 0.056 sym 2 0.30 0 
del hist 0.056 sym 2 0.40 0 
del hist 0.056 sym 2 0.50 1 
del hist 0.056 sym 2 0.60 4 
del hist 0.056 sym 2 0.70 23 
del hist 0.056 sym 2 0.80 34 
del hist 0.056 sym 2 0.90 29 
del hist 0.056 sym 2 1.0 8 
del hist 0.056 sym 2 1.1 1 
del hist 0.056 sym 2 1.2 0 
del hist 0.056 sym 2 1.3 0 
del hist 0.056 sym 2 1.4 0 
del hist 0.056 sym 2 1.5 0 
del hist 0.056 sym 2 1.6 0 
del hist 0.056 sym 2 1.7 0 
del hist 0.056 sym 2 1.8 0 
del hist 0.056 sym 2 1.9 0 
del hist 0.056 sym 2 2.0 0 
ins hist 0.056 sym 5 0.0 0 
ins hist 0.056 sym 5 0.10 0 
ins hist 0.056 sym 5 0.20 3 
ins hist 0.056 sym 5 0.30 16 
ins hist 0.056 sym 5 0.40 28 
ins hist 0.056 sym 5 0.50 32 
ins hist 0.056 sym 5 0.60 18 
ins hist 0.056 sym 5 0.70 2 
ins hist 0.056 sym 5 0.80 1 
ins hist 0.056 sym 5 0.90 0 
ins hist 0.056 sym 5 1.0 0 
ins hist 0.056 sym 5 1.1 0 
ins hist 0.056 sym 5 1.2 0 
ins hist 0.056 sym 5 1.3 0 
ins hist 0.056 sym 5 1.4 0 
ins hist 0.056 sym 5 1.5 0 
ins hist 0.056 sym 5 1.6 0 
ins hist 0.056 sym 5 1.7 0 
ins hist 0.056 sym 5 1.8 0 
ins hist 0.056 sym 5 1.9 0 
ins hist 0.056 sym 5 2.0 0 
del hist 0.056 sym 5 0.0 0 
del hist 0.056 sym 5 0.10 1 
del hist 0.056 sym 5 0.20 7 
del hist 0.056 sym 5 0.30 28 
del hist 0.056 sym 5 0.40 45 
del hist 0.056 sym 5 0.50 17 
del hist 0.056 sym 5 0.60 2 
del hist 0.056 sym 5 0.70 0 
del hist 0.056 sym 5 0.80 0 
del hist 0.056 sym 5 0.90 0 
del hist 0.056 sym 5 1.0 0 
del hist 0.056 sym 5 1.1 0 
del hist 0.056 sym 5 1.2 0 
del hist 0.056 sym 5 1.3 0 
del hist 0.056 sym 5 1.4 0 
del hist 0.056 sym 5 1.5 0 
del hist 0.056 sym 5 1.6 0 
del hist 0.056 sym 5 1.7 0 
del hist 0.056 sym 5 1.8 0 
del hist 0.056 sym 5 1.9 0 
del hist 0.056 sym 5 2.0 0 
ins hist 0.056 tree 2 0.0 0 
ins hist 0.056 tree 2 0.10 0 
ins hist 0.056 tree 2 0.20 0 
ins hist 0.056 tree 2 0.30 0 
ins hist 0.056 tree 2 0.40 0 
ins hist 0.056 tree 2 0.50 0 
ins hist 0.056 tree 2 0.60 5 
ins hist 0.056 tree 2 0.70 13 
ins hist 0.056 tree 2 0.80 29 
ins hist 0.056 tree 2 0.90 28 
ins hist 0.056 tree 2 1.0 19 
ins hist 0.056 tree 2 1.1 3 
ins hist 0.056 tree 2 1.2 3 
ins hist 0.056 tree 2 1.3 0 
ins hist 0.056 tree 2 1.4 0 
ins hist 0.056 tree 2 1.5 0 
ins hist 0.056 tree 2 1.6 0 
ins hist 0.056 tree 2 1.7 0 
ins hist 0.056 tree 2 1.8 0 
ins hist 0.056 tree 2 1.9 0 
ins hist 0.056 tree 2 2.0 0 
del hist 0.056 tree 2 0.0 0 
del hist 0.056 tree 2 0.10 0 
del hist 0.056 tree 2 0.20 0 
del hist 0.056 tree 2 0.30 0 
del hist 0.056 tree 2 0.40 0 
del hist 0.056 tree 2 0.50 0 
del hist 0.056 tree 2 0.60 2 
del hist 0.056 tree 2 0.70 8 
del hist 0.056 tree 2 0.80 26 
del hist 0.056 tree 2 0.90 42 
del hist 0.056 tree 2 1.0 16 
del hist 0.056 tree 2 1.1 6 
del hist 0.056 tree 2 1.2 0 
del hist 0.056 tree 2 1.3 0 
del hist 0.056 tree 2 1.4 0 
del hist 0.056 tree 2 1.5 0 
del hist 0.056 tree 2 1.6 0 
del hist 0.056 tree 2 1.7 0 
del hist 0.056 tree 2 1.8 0 
del hist 0.056 tree 2 1.9 0 
del hist 0.056 tree 2 2.0 0 
ins hist 0.056 tree 5 0.0 0 
ins hist 0.056 tree 5 0.10 0 
ins hist 0.056 tree 5 0.20 0 
ins hist 0.056 tree 5 0.30 0 
ins hist 0.056 tree 5 0.40 7 
ins hist 0.056 tree 5 0.50 13 
ins hist 0.056 tree 5 0.60 44 
ins hist 0.056 tree 5 0.70 28 
ins hist 0.056 tree 5 0.80 7 
ins hist 0.056 tree 5 0.90 1 
ins hist 0.056 tree 5 1.0 0 
ins hist 0.056 tree 5 1.1 0 
ins hist 0.056 tree 5 1.2 0 
ins hist 0.056 tree 5 1.3 0 
ins hist 0.056 tree 5 1.4 0 
ins hist 0.056 tree 5 1.5 0 
ins hist 0.056 tree 5 1.6 0 
ins hist 0.056 tree 5 1.7 0 
ins hist 0.056 tree 5 1.8 0 
ins hist 0.056 tree 5 1.9 0 
ins hist 0.056 tree 5 2.0 0 
del hist 0.056 tree 5 0.0 0 
del hist 0.056 tree 5 0.10 0 
del hist 0.056 tree 5 0.20 0 
del hist 0.056 tree 5 0.30 1 
del hist 0.056 tree 5 0.40 5 
del hist 0.056 tree 5 0.50 29 
del hist 0.056 tree 5 0.60 30 
del hist 0.056 tree 5 0.70 27 
del hist 0.056 tree 5 0.80 8 
del hist 0.056 tree 5 0.90 0 
del hist 0.056 tree 5 1.0 0 
del hist 0.056 tree 5 1.1 0 
del hist 0.056 tree 5 1.2 0 
del hist 0.056 tree 5 1.3 0 
del hist 0.056 tree 5 1.4 0 
del hist 0.056 tree 5 1.5 0 
del hist 0.056 tree 5 1.6 0 
del hist 0.056 tree 5 1.7 0 
del hist 0.056 tree 5 1.8 0 
del hist 0.056 tree 5 1.9 0 
del hist 0.056 tree 5 2.0 0 
ins histrec 0.005 sym 5 0.0 0 
ins histrec 0.005 sym 5 0.10 0 
ins histrec 0.005 sym 5 0.20 0 
ins histrec 0.005 sym 5 0.30 0 
ins histrec 0.005 sym 5 0.40 0 
ins histrec 0.005 sym 5 0.50 1 
ins histrec 0.005 sym 5 0.60 3 
ins histrec 0.005 sym 5 0.70 0 
ins histrec 0.005 sym 5 0.80 10 
ins histrec 0.005 sym 5 0.90 18 
ins histrec 0.005 sym 5 1.0 19 
ins histrec 0.005 sym 5 1.1 18 
ins histrec 0.005 sym 5 1.2 10 
ins histrec 0.005 sym 5 1.3 7 
ins histrec 0.005 sym 5 1.4 5 
ins histrec 0.005 sym 5 1.5 3 
ins histrec 0.005 sym 5 1.6 4 
ins histrec 0.005 sym 5 1.7 0 
ins histrec 0.005 sym 5 1.8 2 
ins histrec 0.005 sym 5 1.9 0 
ins histrec 0.005 sym 5 2.0 0 
del histrec 0.005 sym 5 0.0 0 
del histrec 0.005 sym 5 0.10 0 
del histrec 0.005 sym 5 0.20 0 
del histrec 0.005 sym 5 0.30 0 
del histrec 0.005 sym 5 0.40 0 
del histrec 0.005 sym 5 0.50 7 
del histrec 0.005 sym 5 0.60 8 
del histrec 0.005 sym 5 0.70 12 
del histrec 0.005 sym 5 0.80 10 
del histrec 0.005 sym 5 0.90 15 
del histrec 0.005 sym 5 1.0 20 
del histrec 0.005 sym 5 1.1 16 
del histrec 0.005 sym 5 1.2 4 
del histrec 0.005 sym 5 1.3 3 
del histrec 0.005 sym 5 1.4 2 
del histrec 0.005 sym 5 1.5 3 
del histrec 0.005 sym 5 1.6 0 
del histrec 0.005 sym 5 1.7 0 
del histrec 0.005 sym 5 1.8 0 
del histrec 0.005 sym 5 1.9 0 
del histrec 0.005 sym 5 2.0 0 
ins histrec 0.005 tree 5 0.0 0 
ins histrec 0.005 tree 5 0.10 0 
ins histrec 0.005 tree 5 0.20 0 
ins histrec 0.005 tree 5 0.30 0 
ins histrec 0.005 tree 5 0.40 0 
ins histrec 0.005 tree 5 0.50 0 
ins histrec 0.005 tree 5 0.60 3 
ins histrec 0.005 tree 5 0.70 4 
ins histrec 0.005 tree 5 0.80 13 
ins histrec 0.005 tree 5 0.90 9 
ins histrec 0.005 tree 5 1.0 14 
ins histrec 0.005 tree 5 1.1 14 
ins histrec 0.005 tree 5 1.2 15 
ins histrec 0.005 tree 5 1.3 9 
ins histrec 0.005 tree 5 1.4 8 
ins histrec 0.005 tree 5 1.5 5 
ins histrec 0.005 tree 5 1.6 5 
ins histrec 0.005 tree 5 1.7 0 
ins histrec 0.005 tree 5 1.8 1 
ins histrec 0.005 tree 5 1.9 0 
ins histrec 0.005 tree 5 2.0 0 
del histrec 0.005 tree 5 0.0 0 
del histrec 0.005 tree 5 0.10 0 
del histrec 0.005 tree 5 0.20 0 
del histrec 0.005 tree 5 0.30 0 
del histrec 0.005 tree 5 0.40 0 
del histrec 0.005 tree 5 0.50 2 
del histrec 0.005 tree 5 0.60 3 
del histrec 0.005 tree 5 0.70 6 
del histrec 0.005 tree 5 0.80 11 
del histrec 0.005 tree 5 0.90 15 
del histrec 0.005 tree 5 1.0 15 
del histrec 0.005 tree 5 1.1 15 
del histrec 0.005 tree 5 1.2 7 
del histrec 0.005 tree 5 1.3 10 
del histrec 0.005 tree 5 1.4 7 
del histrec 0.005 tree 5 1.5 8 
del histrec 0.005 tree 5 1.6 0 
del histrec 0.005 tree 5 1.7 1 
del histrec 0.005 tree 5 1.8 0 
del histrec 0.005 tree 5 1.9 0 
del histrec 0.005 tree 5 2.0 0 
ins histrec 0.01 sym 5 0.0 0 
ins histrec 0.01 sym 5 0.10 0 
ins histrec 0.01 sym 5 0.20 0 
ins histrec 0.01 sym 5 0.30 0 
ins histrec 0.01 sym 5 0.40 0 
ins histrec 0.01 sym 5 0.50 0 
ins histrec 0.01 sym 5 0.60 1 
ins histrec 0.01 sym 5 0.70 4 
ins histrec 0.01 sym 5 0.80 13 
ins histrec 0.01 sym 5 0.90 26 
ins histrec 0.01 sym 5 1.0 22 
ins histrec 0.01 sym 5 1.1 13 
ins histrec 0.01 sym 5 1.2 10 
ins histrec 0.01 sym 5 1.3 9 
ins histrec 0.01 sym 5 1.4 2 
ins histrec 0.01 sym 5 1.5 0 
ins histrec 0.01 sym 5 1.6 0 
ins histrec 0.01 sym 5 1.7 0 
ins histrec 0.01 sym 5 1.8 0 
ins histrec 0.01 sym 5 1.9 0 
ins histrec 0.01 sym 5 2.0 0 
del histrec 0.01 sym 5 0.0 0 
del histrec 0.01 sym 5 0.10 0 
del histrec 0.01 sym 5 0.20 0 
del histrec 0.01 sym 5 0.30 0 
del histrec 0.01 sym 5 0.40 2 
del histrec 0.01 sym 5 0.50 2 
del histrec 0.01 sym 5 0.60 9 
del histrec 0.01 sym 5 0.70 14 
del histrec 0.01 sym 5 0.80 30 
del histrec 0.01 sym 5 0.90 23 
del histrec 0.01 sym 5 1.0 12 
del histrec 0.01 sym 5 1.1 7 
del histrec 0.01 sym 5 1.2 1 
del histrec 0.01 sym 5 1.3 0 
del histrec 0.01 sym 5 1.4 0 
del histrec 0.01 sym 5 1.5 0 
del histrec 0.01 sym 5 1.6 0 
del histrec 0.01 sym 5 1.7 0 
del histrec 0.01 sym 5 1.8 0 
del histrec 0.01 sym 5 1.9 0 
del histrec 0.01 sym 5 2.0 0 
ins histrec 0.01 tree 5 0.0 0 
ins histrec 0.01 tree 5 0.10 0 
ins histrec 0.01 tree 5 0.20 0 
ins histrec 0.01 tree 5 0.30 0 
ins histrec 0.01 tree 5 0.40 1 
ins histrec 0.01 tree 5 0.50 0 
ins histrec 0.01 tree 5 0.60 1 
ins histrec 0.01 tree 5 0.70 2 
ins histrec 0.01 tree 5 0.80 21 
ins histrec 0.01 tree 5 0.90 28 
ins histrec 0.01 tree 5 1.0 23 
ins histrec 0.01 tree 5 1.1 12 
ins histrec 0.01 tree 5 1.2 6 
ins histrec 0.01 tree 5 1.3 3 
ins histrec 0.01 tree 5 1.4 2 
ins histrec 0.01 tree 5 1.5 1 
ins histrec 0.01 tree 5 1.6 0 
ins histrec 0.01 tree 5 1.7 0 
ins histrec 0.01 tree 5 1.8 0 
ins histrec 0.01 tree 5 1.9 0 
ins histrec 0.01 tree 5 2.0 0 
del histrec 0.01 tree 5 0.0 0 
del histrec 0.01 tree 5 0.10 0 
del histrec 0.01 tree 5 0.20 0 
del histrec 0.01 tree 5 0.30 0 
del histrec 0.01 tree 5 0.40 0 
del histrec 0.01 tree 5 0.50 0 
del histrec 0.01 tree 5 0.60 6 
del histrec 0.01 tree 5 0.70 10 
del histrec 0.01 tree 5 0.80 12 
del histrec 0.01 tree 5 0.90 18 
del histrec 0.01 tree 5 1.0 22 
del histrec 0.01 tree 5 1.1 25 
del histrec 0.01 tree 5 1.2 5 
del histrec 0.01 tree 5 1.3 1 
del histrec 0.01 tree 5 1.4 0 
del histrec 0.01 tree 5 1.5 1 
del histrec 0.01 tree 5 1.6 0 
del histrec 0.01 tree 5 1.7 0 
del histrec 0.01 tree 5 1.8 0 
del histrec 0.01 tree 5 1.9 0 
del histrec 0.01 tree 5 2.0 0 
ins histrec 0.028 sym 1 0.0 0 
ins histrec 0.028 sym 1 0.10 0 
ins histrec 0.028 sym 1 0.20 0 
ins histrec 0.028 sym 1 0.30 0 
ins histrec 0.028 sym 1 0.40 1 
ins histrec 0.028 sym 1 0.50 1 
ins histrec 0.028 sym 1 0.60 3 
ins histrec 0.028 sym 1 0.70 10 
ins histrec 0.028 sym 1 0.80 7 
ins histrec 0.028 sym 1 0.90 15 
ins histrec 0.028 sym 1 1.0 17 
ins histrec 0.028 sym 1 1.1 11 
ins histrec 0.028 sym 1 1.2 14 
ins histrec 0.028 sym 1 1.3 10 
ins histrec 0.028 sym 1 1.4 6 
ins histrec 0.028 sym 1 1.5 3 
ins histrec 0.028 sym 1 1.6 2 
ins histrec 0.028 sym 1 1.7 0 
ins histrec 0.028 sym 1 1.8 0 
ins histrec 0.028 sym 1 1.9 0 
ins histrec 0.028 sym 1 2.0 0 
del histrec 0.028 sym 1 0.0 0 
del histrec 0.028 sym 1 0.10 0 
del histrec 0.028 sym 1 0.20 0 
del histrec 0.028 sym 1 0.30 0 
del histrec 0.028 sym 1 0.40 1 
del histrec 0.028 sym 1 0.50 5 
del histrec 0.028 sym 1 0.60 6 
del histrec 0.028 sym 1 0.70 9 
del histrec 0.028 sym 1 0.80 19 
del histrec 0.028 sym 1 0.90 14 
del histrec 0.028 sym 1 1.0 17 
del histrec 0.028 sym 1 1.1 13 
del histrec 0.028 sym 1 1.2 5 
del histrec 0.028 sym 1 1.3 9 
del histrec 0.028 sym 1 1.4 2 
del histrec 0.028 sym 1 1.5 0 
del histrec 0.028 sym 1 1.6 0 
del histrec 0.028 sym 1 1.7 0 
del histrec 0.028 sym 1 1.8 0 
del histrec 0.028 sym 1 1.9 0 
del histrec 0.028 sym 1 2.0 0 
ins histrec 0.028 sym 2 0.0 0 
ins histrec 0.028 sym 2 0.10 0 
ins histrec 0.028 sym 2 0.20 0 
ins histrec 0.028 sym 2 0.30 0 
ins histrec 0.028 sym 2 0.40 0 
ins histrec 0.028 sym 2 0.50 0 
ins histrec 0.028 sym 2 0.60 0 
ins histrec 0.028 sym 2 0.70 3 
ins histrec 0.028 sym 2 0.80 7 
ins histrec 0.028 sym 2 0.90 26 
ins histrec 0.028 sym 2 1.0 27 
ins histrec 0.028 sym 2 1.1 20 
ins histrec 0.028 sym 2 1.2 13 
ins histrec 0.028 sym 2 1.3 2 
ins histrec 0.028 sym 2 1.4 2 
ins histrec 0.028 sym 2 1.5 0 
ins histrec 0.028 sym 2 1.6 0 
ins histrec 0.028 sym 2 1.7 0 
ins histrec 0.028 sym 2 1.8 0 
ins histrec 0.028 sym 2 1.9 0 
ins histrec 0.028 sym 2 2.0 0 
del histrec 0.028 sym 2 0.0 0 
del histrec 0.028 sym 2 0.10 0 
del histrec 0.028 sym 2 0.20 0 
del histrec 0.028 sym 2 0.30 0 
del histrec 0.028 sym 2 0.40 0 
del histrec 0.028 sym 2 0.50 4 
del histrec 0.028 sym 2 0.60 10 
del histrec 0.028 sym 2 0.70 21 
del histrec 0.028 sym 2 0.80 26 
del histrec 0.028 sym 2 0.90 17 
del histrec 0.028 sym 2 1.0 18 
del histrec 0.028 sym 2 1.1 3 
del histrec 0.028 sym 2 1.2 1 
del histrec 0.028 sym 2 1.3 0 
del histrec 0.028 sym 2 1.4 0 
del histrec 0.028 sym 2 1.5 0 
del histrec 0.028 sym 2 1.6 0 
del histrec 0.028 sym 2 1.7 0 
del histrec 0.028 sym 2 1.8 0 
del histrec 0.028 sym 2 1.9 0 
del histrec 0.028 sym 2 2.0 0 
ins histrec 0.028 sym 5 0.0 0 
ins histrec 0.028 sym 5 0.10 0 
ins histrec 0.028 sym 5 0.20 0 
ins histrec 0.028 sym 5 0.30 0 
ins histrec 0.028 sym 5 0.40 0 
ins histrec 0.028 sym 5 0.50 5 
ins histrec 0.028 sym 5 0.60 31 
ins histrec 0.028 sym 5 0.70 35 
ins histrec 0.028 sym 5 0.80 27 
ins histrec 0.028 sym 5 0.90 2 
ins histrec 0.028 sym 5 1.0 0 
ins histrec 0.028 sym 5 1.1 0 
ins histrec 0.028 sym 5 1.2 0 
ins histrec 0.028 sym 5 1.3 0 
ins histrec 0.028 sym 5 1.4 0 
ins histrec 0.028 sym 5 1.5 0 
ins histrec 0.028 sym 5 1.6 0 
ins histrec 0.028 sym 5 1.7 0 
ins histrec 0.028 sym 5 1.8 0 
ins histrec 0.028 sym 5 1.9 0 
ins histrec 0.028 sym 5 2.0 0 
del histrec 0.028 sym 5 0.0 0 
del histrec 0.028 sym 5 0.10 0 
del histrec 0.028 sym 5 0.20 0 
del histrec 0.028 sym 5 0.30 2 
del histrec 0.028 sym 5 0.40 11 
del histrec 0.028 sym 5 0.50 49 
del histrec 0.028 sym 5 0.60 29 
del histrec 0.028 sym 5 0.70 8 
del histrec 0.028 sym 5 0.80 1 
del histrec 0.028 sym 5 0.90 0 
del histrec 0.028 sym 5 1.0 0 
del histrec 0.028 sym 5 1.1 0 
del histrec 0.028 sym 5 1.2 0 
del histrec 0.028 sym 5 1.3 0 
del histrec 0.028 sym 5 1.4 0 
del histrec 0.028 sym 5 1.5 0 
del histrec 0.028 sym 5 1.6 0 
del histrec 0.028 sym 5 1.7 0 
del histrec 0.028 sym 5 1.8 0 
del histrec 0.028 sym 5 1.9 0 
del histrec 0.028 sym 5 2.0 0 
ins histrec 0.028 tree 1 0.0 0 
ins histrec 0.028 tree 1 0.10 0 
ins histrec 0.028 tree 1 0.20 0 
ins histrec 0.028 tree 1 0.30 1 
ins histrec 0.028 tree 1 0.40 0 
ins histrec 0.028 tree 1 0.50 3 
ins histrec 0.028 tree 1 0.60 1 
ins histrec 0.028 tree 1 0.70 7 
ins histrec 0.028 tree 1 0.80 12 
ins histrec 0.028 tree 1 0.90 15 
ins histrec 0.028 tree 1 1.0 16 
ins histrec 0.028 tree 1 1.1 18 
ins histrec 0.028 tree 1 1.2 8 
ins histrec 0.028 tree 1 1.3 8 
ins histrec 0.028 tree 1 1.4 6 
ins histrec 0.028 tree 1 1.5 2 
ins histrec 0.028 tree 1 1.6 2 
ins histrec 0.028 tree 1 1.7 1 
ins histrec 0.028 tree 1 1.8 0 
ins histrec 0.028 tree 1 1.9 0 
ins histrec 0.028 tree 1 2.0 0 
del histrec 0.028 tree 1 0.0 0 
del histrec 0.028 tree 1 0.10 0 
del histrec 0.028 tree 1 0.20 0 
del histrec 0.028 tree 1 0.30 0 
del histrec 0.028 tree 1 0.40 0 
del histrec 0.028 tree 1 0.50 2 
del histrec 0.028 tree 1 0.60 4 
del histrec 0.028 tree 1 0.70 12 
del histrec 0.028 tree 1 0.80 15 
del histrec 0.028 tree 1 0.90 17 
del histrec 0.028 tree 1 1.0 14 
del histrec 0.028 tree 1 1.1 19 
del histrec 0.028 tree 1 1.2 5 
del histrec 0.028 tree 1 1.3 5 
del histrec 0.028 tree 1 1.4 3 
del histrec 0.028 tree 1 1.5 3 
del histrec 0.028 tree 1 1.6 0 
del histrec 0.028 tree 1 1.7 1 
del histrec 0.028 tree 1 1.8 0 
del histrec 0.028 tree 1 1.9 0 
del histrec 0.028 tree 1 2.0 0 
ins histrec 0.028 tree 2 0.0 0 
ins histrec 0.028 tree 2 0.10 0 
ins histrec 0.028 tree 2 0.20 0 
ins histrec 0.028 tree 2 0.30 0 
ins histrec 0.028 tree 2 0.40 0 
ins histrec 0.028 tree 2 0.50 1 
ins histrec 0.028 tree 2 0.60 6 
ins histrec 0.028 tree 2 0.70 10 
ins histrec 0.028 tree 2 0.80 17 
ins histrec 0.028 tree 2 0.90 34 
ins histrec 0.028 tree 2 1.0 19 
ins histrec 0.028 tree 2 1.1 8 
ins histrec 0.028 tree 2 1.2 3 
ins histrec 0.028 tree 2 1.3 2 
ins histrec 0.028 tree 2 1.4 0 
ins histrec 0.028 tree 2 1.5 0 
ins histrec 0.028 tree 2 1.6 0 
ins histrec 0.028 tree 2 1.7 0 
ins histrec 0.028 tree 2 1.8 0 
ins histrec 0.028 tree 2 1.9 0 
ins histrec 0.028 tree 2 2.0 0 
del histrec 0.028 tree 2 0.0 0 
del histrec 0.028 tree 2 0.10 0 
del histrec 0.028 tree 2 0.20 0 
del histrec 0.028 tree 2 0.30 0 
del histrec 0.028 tree 2 0.40 1 
del histrec 0.028 tree 2 0.50 1 
del histrec 0.028 tree 2 0.60 3 
del histrec 0.028 tree 2 0.70 10 
del histrec 0.028 tree 2 0.80 18 
del histrec 0.028 tree 2 0.90 32 
del histrec 0.028 tree 2 1.0 19 
del histrec 0.028 tree 2 1.1 8 
del histrec 0.028 tree 2 1.2 5 
del histrec 0.028 tree 2 1.3 3 
del histrec 0.028 tree 2 1.4 0 
del histrec 0.028 tree 2 1.5 0 
del histrec 0.028 tree 2 1.6 0 
del histrec 0.028 tree 2 1.7 0 
del histrec 0.028 tree 2 1.8 0 
del histrec 0.028 tree 2 1.9 0 
del histrec 0.028 tree 2 2.0 0 
ins histrec 0.028 tree 5 0.0 0 
ins histrec 0.028 tree 5 0.10 0 
ins histrec 0.028 tree 5 0.20 0 
ins histrec 0.028 tree 5 0.30 0 
ins histrec 0.028 tree 5 0.40 1 
ins histrec 0.028 tree 5 0.50 3 
ins histrec 0.028 tree 5 0.60 17 
ins histrec 0.028 tree 5 0.70 35 
ins histrec 0.028 tree 5 0.80 33 
ins histrec 0.028 tree 5 0.90 10 
ins histrec 0.028 tree 5 1.0 0 
ins histrec 0.028 tree 5 1.1 1 
ins histrec 0.028 tree 5 1.2 0 
ins histrec 0.028 tree 5 1.3 0 
ins histrec 0.028 tree 5 1.4 0 
ins histrec 0.028 tree 5 1.5 0 
ins histrec 0.028 tree 5 1.6 0 
ins histrec 0.028 tree 5 1.7 0 
ins histrec 0.028 tree 5 1.8 0 
ins histrec 0.028 tree 5 1.9 0 
ins histrec 0.028 tree 5 2.0 0 
del histrec 0.028 tree 5 0.0 0 
del histrec 0.028 tree 5 0.10 0 
del histrec 0.028 tree 5 0.20 0 
del histrec 0.028 tree 5 0.30 0 
del histrec 0.028 tree 5 0.40 1 
del histrec 0.028 tree 5 0.50 5 
del histrec 0.028 tree 5 0.60 21 
del histrec 0.028 tree 5 0.70 36 
del histrec 0.028 tree 5 0.80 29 
del histrec 0.028 tree 5 0.90 8 
del histrec 0.028 tree 5 1.0 0 
del histrec 0.028 tree 5 1.1 0 
del histrec 0.028 tree 5 1.2 0 
del histrec 0.028 tree 5 1.3 0 
del histrec 0.028 tree 5 1.4 0 
del histrec 0.028 tree 5 1.5 0 
del histrec 0.028 tree 5 1.6 0 
del histrec 0.028 tree 5 1.7 0 
del histrec 0.028 tree 5 1.8 0 
del histrec 0.028 tree 5 1.9 0 
del histrec 0.028 tree 5 2.0 0 
ins histrec 0.056 sym 2 0.0 0 
ins histrec 0.056 sym 2 0.10 0 
ins histrec 0.056 sym 2 0.20 0 
ins histrec 0.056 sym 2 0.30 0 
ins histrec 0.056 sym 2 0.40 0 
ins histrec 0.056 sym 2 0.50 0 
ins histrec 0.056 sym 2 0.60 4 
ins histrec 0.056 sym 2 0.70 15 
ins histrec 0.056 sym 2 0.80 33 
ins histrec 0.056 sym 2 0.90 39 
ins histrec 0.056 sym 2 1.0 9 
ins histrec 0.056 sym 2 1.1 0 
ins histrec 0.056 sym 2 1.2 0 
ins histrec 0.056 sym 2 1.3 0 
ins histrec 0.056 sym 2 1.4 0 
ins histrec 0.056 sym 2 1.5 0 
ins histrec 0.056 sym 2 1.6 0 
ins histrec 0.056 sym 2 1.7 0 
ins histrec 0.056 sym 2 1.8 0 
ins histrec 0.056 sym 2 1.9 0 
ins histrec 0.056 sym 2 2.0 0 
del histrec 0.056 sym 2 0.0 0 
del histrec 0.056 sym 2 0.10 0 
del histrec 0.056 sym 2 0.20 0 
del histrec 0.056 sym 2 0.30 0 
del histrec 0.056 sym 2 0.40 0 
del histrec 0.056 sym 2 0.50 5 
del histrec 0.056 sym 2 0.60 36 
del histrec 0.056 sym 2 0.70 42 
del histrec 0.056 sym 2 0.80 16 
del histrec 0.056 sym 2 0.90 1 
del histrec 0.056 sym 2 1.0 0 
del histrec 0.056 sym 2 1.1 0 
del histrec 0.056 sym 2 1.2 0 
del histrec 0.056 sym 2 1.3 0 
del histrec 0.056 sym 2 1.4 0 
del histrec 0.056 sym 2 1.5 0 
del histrec 0.056 sym 2 1.6 0 
del histrec 0.056 sym 2 1.7 0 
del histrec 0.056 sym 2 1.8 0 
del histrec 0.056 sym 2 1.9 0 
del histrec 0.056 sym 2 2.0 0 
ins histrec 0.056 sym 5 0.0 0 
ins histrec 0.056 sym 5 0.10 0 
ins histrec 0.056 sym 5 0.20 4 
ins histrec 0.056 sym 5 0.30 22 
ins histrec 0.056 sym 5 0.40 52 
ins histrec 0.056 sym 5 0.50 21 
ins histrec 0.056 sym 5 0.60 1 
ins histrec 0.056 sym 5 0.70 0 
ins histrec 0.056 sym 5 0.80 0 
ins histrec 0.056 sym 5 0.90 0 
ins histrec 0.056 sym 5 1.0 0 
ins histrec 0.056 sym 5 1.1 0 
ins histrec 0.056 sym 5 1.2 0 
ins histrec 0.056 sym 5 1.3 0 
ins histrec 0.056 sym 5 1.4 0 
ins histrec 0.056 sym 5 1.5 0 
ins histrec 0.056 sym 5 1.6 0 
ins histrec 0.056 sym 5 1.7 0 
ins histrec 0.056 sym 5 1.8 0 
ins histrec 0.056 sym 5 1.9 0 
ins histrec 0.056 sym 5 2.0 0 
del histrec 0.056 sym 5 0.0 0 
del histrec 0.056 sym 5 0.10 1 
del histrec 0.056 sym 5 0.20 26 
del histrec 0.056 sym 5 0.30 66 
del histrec 0.056 sym 5 0.40 7 
del histrec 0.056 sym 5 0.50 0 
del histrec 0.056 sym 5 0.60 0 
del histrec 0.056 sym 5 0.70 0 
del histrec 0.056 sym 5 0.80 0 
